,text_q,text_a,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
53,"if a baby develops the measles rash after getting the first MMR vaccine is it contagious?
","The Measles, Mumps, Rubella (MMR) vaccine contains a weakened form of the measles virus. A person vaccinated with the MMR vaccine who develops a postvaccine rash cannot spread measles (is not contagious). No special precautions are needed (e.g., staying home from daycare, school or work) if a rash occurs.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,"I'm a 74 year old senior. Can or should I have both the regular flu vaccine and the quadrivalent one?
","It is not recommended that anyone receive more than one dose of influenza (flu) vaccine in a season, except for children under 9 years of age who have never had a seasonal flu vaccine. These children need two doses.
There are two types of inactivated flu vaccines  available as part of the publicly funded (free) vaccine program. The vaccines for children protect against four strains of flu, and the vaccines for adults protect against three strains of flu.
If you have further questions, please speak with your health care provider. Find a flu clinic near you here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"My child is just over one. Is it safe for him to get the flu shot?
","The inactivated influenza (flu) vaccine is approved for people ages 6 months and older.  Influenza vaccines are safe.  Vaccines are among the safest tools of modern medicine.
The influenza vaccine is the best way to protect against influenza, a serious and sometimes fatal infection.
Canada's National Advisory Committee on Immunization recommends that everyone 6 months of age and older gets an influenza vaccine, with rare exception.  In BC, the influenza vaccine is provided free to people at high risk of serious illness from influenza (this includes children 6 months to less than 5 years of age) and to people able to transmit or spread influenza to those at high risk.
If you have questions about the safety of influenza vaccines, we recommend that you speak with your doctor or a public health nurse. You can find the contact information for your local public health unit here. 
For more information about influenza vaccines, see the HealthLinkBC File: Inactivated Influenza (Flu) Vaccine and our influenza page. 
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"Are there public health flu vaccine clinics in the Kelowna/Vernon area? There is usually one in Lake Country but I am unable to find any.
","The influenza (flu) clinic locator is currently being populated with clinic information for the 2019-20 influenza season. It doesn't look like any public health flu clinics for Kelowna, Vernon, or Lake Country have been added to the locator yet. Please contact your local health unit for information on public health flu clinics in your area. In B.C., clinics will likely have the influenza vaccine by late October or early November. 
Most pharmacies have the free vaccine for those eligible. This information is noted when you click on the clinic listed in the locator. Please note that pharmacies do not immunize children under 5. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"If I already had the flu shot, why am I still getting the flu?
","There are a number of reasons why people may get influenza (flu)-like symptoms even after they have been vaccinated against influenza:

		A person may become ill from other respiratory viruses that cause symptoms similar to influenza, like respiratory syncytial virus, also known as RSV, or parainfluenza. There are many different types of viruses that can cause influenza-like symptoms.  The influenza vaccines only protect against influenza, not other illnesses.

		 It's possible to be exposed to an influenza virus shortly before getting vaccinated or during the two-week period after vaccination that it takes the body to develop immune protection. 

		A person may be exposed to an influenza virus that the vaccine does not protect against. There are many different influenza viruses. The influenza vaccine protects against the strains of influenza viruses that health experts think will cause influenza during that particular season. 

		The influenza vaccine can vary in how well it works and some people who get vaccinated may still get sick. 

		Some people mistake the ""stomach flu"" for influenza.  Influenza vaccines do not protect against the viruses or bacteria that cause stomach illnesses, often called the stomach flu. Influenza is a respiratory illness and not a stomach illness. 
- Immunization Nurse 
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"Hepatitis B - 3 X Post-vaccine still NOT Immune ? In the last 20 years I have been vaccinated for Hepatitis B 3 times. The 3rd time I was vaccinated with Energix B on Aug 28 and Sep 25 2014, and on Apr 02, 2015. On 25 Jan 18 my Hep B Surface antibody (HBsAb) is ","We received your three questions regarding hepatitis B. More information is required to answer your questions. For this reason, we recommend that you contact your family doctor or local community health center/public health unit and ask to speak to a public health nurse. You can find the number here.
Immunization Nurse
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"I live in Burnaby, but I prefer to go to the New Westminster health unit. Is this possible?
","Typically you can go to any health unit of your choosing although services may vary. We recommend that you contact the New Westminster Health Unit at (604) 777-6740 to confirm.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,"Can a child get immunized in British Columbia if they have a Ontario health card
","Yes.  You can make an appointment at your local public health unit in BC for your child to get routine immunizations.  You can find the contact information for public health units in BC here.  
- Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"My boy 6 month now and in China. there is no DTaP-HB-IPV-Hib +Hepatitis B here but only DTaP-HB-IPV-Hib. Do we need to have another Hepatitis B?he had on shot Hepatitis-b at birth
","The DTaP-HB-IPV-Hib vaccine that you refer to twice in your question protects against hepatitis B.  The HB stands for hepatitis B. 
As per BC recommendations, children who get the hepatitis B vaccine at birth still need three more doses of the vaccine at 2, 4 and 6 months of age. These three doses are routinely given as the combination DTaP-HB-IPV-Hib vaccine.  
It is important that you keep a record of any immunizations your child receives.
If you have further questions, and for more information, we recommend that you follow up with your immunizing health care provider.
- Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"I had a TBskin test 2years ago for work.I am entering another health care industry.Do I need TBtest again?
","Please speak to your new employer about their occupational health program requirements. Learn more about tuberculosis (TB) screening.
In BC, a fee is charged for persons requiring TB skin testing for an educational program, a volunteer position, or for employment. Contact your local health unit to ask where TB skin tests are available in your area. Use the health unit finder.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,"Hello, 1. I had my first shingle vaccine administered last April. How much more time do I have to get the second vaccine? 2. Can I buy the vaccine without a prescription? thx
","The Shingrex vaccine is given as two doses, at least two to six months apart. A prescription is not required for the Shingrix vaccine for someone who is paying for it themselves. Shingrix is available for purchase from some pharmacies and travel clinics. The vaccine is not currently publicly funded (free) in BC however some health insurance plans may cover the cost of the vaccine. The best way for a person to find out if they have coverage is to contact their insurance provider/health plan directly. They can let you know if they require a prescription.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,"How long is the flu shot effective? 3 months? 6 months?
","It is difficult to say exactly how long the flu vaccine is effective.  There are several factors including age and health of recipient and their previous exposure to flu that will affect how well they develop antibodies after being immunized. According to the Canadian Immunization Guide, annual vaccination is required because the body's immune response from vaccination diminishes ""within a year"". Also, because influenza viruses change often, the specific strains in the vaccine are reviewed each year by WHO and updated as necessary so that there is the greatest probability of matching circulating viruses. If you have further questions, please contact your immunization provider.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"I was born in 1945, always in BC. My parents were pro-vaccination so can I assume I had all my immunizations through Kndergarten to Grade 12?? I still go every 10 yrs for my DPT.
","Tips for locating immunization records.  According to the History of Immunization in BC, vaccines offered during this time period would have included diphtheria, pertussis, tetanus, and polio. Go to Vaccines Recommended for Adults in BC to learn more about other vaccines available for adults.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
